
Gene_ID	error	StartBad	StopBad	frameshifts	splicesites	length	product	errorStill	StartStillBad	StopStillBad	frameshiftsStill	JoinExons	PossiblePseudo	CorrectionLog	
E2348C_1531	1	0	0	18	0	0	Not Set	0	0	0	0	0	0	0	
E2348C_1533	1	0	0	4	0	0	Not Set	0	0	0	0	0	0	0	
E2348C_1534	1	1	0	0	0	0	predicted Zn(II) transporter"	0	0	0	0	0	0	 // Corrected Start	
E2348C_1535	1	1	0	0	0	0	ATP-dependent RNA helicase, specific for 23S	0	0	0	0	0	0	 // Corrected Start	
E2348C_1546	1	1	0	0	0	0	Not Set	1	1	0	0	0	0	0	
E2348C_1547	1	1	0	0	0	0	predicted hexapeptide repeat acetyltransferase	0	0	0	0	0	0	 // Corrected Start	
E2348C_1557	2	1	1	0	0	0	Not Set	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
E2348C_1559	2	1	1	0	0	0	Not Set	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
E2348C_1561	3	1	1	0	0	1	Not Set	1	1	0	0	0	0	 // Modell shifted 2 base(s) // Corrected Stop	
E2348C_1563	3	1	1	0	0	1	Not Set	1	1	0	0	0	0	 // Corrected Stop	
E2348C_1565	1	1	0	0	0	0	Not Set	0	0	0	0	0	0	 // Corrected Start	
E2348C_1577	1	1	0	0	0	0	predicted peptidase"	0	0	0	0	0	0	 // Corrected Start	
E2348C_1590	3	0	1	3	0	1	Not Set	0	0	0	0	0	0	 // Corrected Stop	
E2348C_1595	1	1	0	0	0	0	predicted protein"	0	0	0	0	0	0	 // Corrected Start	
E2348C_1596	1	0	1	0	0	0	Not Set	0	0	0	0	0	0	 // Corrected Stop	
E2348C_1597	4	1	1	8	0	1	Not Set	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
E2348C_1599	1	1	0	0	0	0	predicted protein"	0	0	0	0	0	0	 // Corrected Start	
E2348C_1608	1	0	0	1	0	0	formate dehydrogenase-N alpha subunit"	0	0	0	0	0	0	0	
E2348C_1642	1	1	0	0	0	0	altronate oxidoreductase, NAD-dependent"	0	0	0	0	0	0	 // Corrected Start	
E2348C_1645	1	1	0	0	0	0	predicted glutaminase"	0	0	0	0	0	0	 // Corrected Start	
E2348C_1650	1	1	0	0	0	0	DNA-binding transcriptional repressor of multiple	0	0	0	0	0	0	 // Corrected Start	
E2348C_1657	1	1	0	0	0	0	Not Set	0	0	0	0	0	0	 // Modell shifted 2 base(s) // Corrected Start	
E2348C_1669	1	1	0	0	0	0	predicted protein"	0	0	0	0	0	0	 // Corrected Start	
E2348C_1678	1	1	0	0	0	0	DNA-binding transcriptional repressor"	0	0	0	0	0	0	 // Corrected Start	
E2348C_1680	1	1	0	0	0	0	predicted transporter"	0	0	0	0	0	0	 // Corrected Start	
E2348C_1700	1	0	0	1	0	0	Not Set	0	0	0	0	0	0	0	
E2348C_1704	1	1	0	0	0	0	7-alpha-hydroxysteroid dehydrogenase,	0	0	0	0	0	0	 // Corrected Start	
E2348C_1719	1	1	0	0	0	0	predicted inner membrane NADH-quinone reductase"	0	0	0	0	0	0	 // Corrected Start	
E2348C_1721	1	1	0	0	0	0	predicted transporter"	0	0	0	0	0	0	 // Corrected Start	
E2348C_1729	1	1	0	0	0	0	DNA-binding transcriptional activator"	0	0	0	0	0	0	 // Corrected Start	
E2348C_1730	1	1	0	0	0	0	predicted inner membrane protein"	0	0	0	0	0	0	 // Corrected Start	
E2348C_1735	1	1	0	0	0	0	predicted protein"	0	0	0	0	0	0	 // Corrected Start	
E2348C_1741	1	1	0	0	0	0	predicted lipoprotein"	0	0	0	0	0	0	 // Corrected Start	
E2348C_1750	1	1	0	0	0	0	multidrug efflux system transporter"	0	0	0	0	0	0	 // Corrected Start	
E2348C_1818	1	1	0	0	0	0	predicted holin protein"	0	0	0	0	0	0	 // Corrected Start	
E2348C_1822	1	1	0	0	0	0	predicted tail protein"	0	0	0	0	0	0	 // Corrected Start	
E2348C_1824	1	1	0	0	0	0	predicted baseplate assembly protein"	0	0	0	0	0	0	 // Corrected Start	
E2348C_1828	1	1	0	0	0	0	alternative C-terminus of phage tail fiber	0	0	0	0	0	0	 // Corrected Start	
E2348C_1830	1	1	0	0	0	0	alternative C-terminus of phage tail fiber	0	0	0	0	0	0	 // Corrected Start	
E2348C_1834	1	1	0	0	0	0	predicted tail protein"	1	1	0	0	0	0	0	
E2348C_1847	1	1	0	0	0	0	protein chain initiation factor IF-3"	0	0	0	0	0	0	 // Corrected Start	
E2348C_1849	2	0	1	5	0	0	Not Set	0	0	0	4	0	0	 // Corrected Stop	
E2348C_1869	1	1	0	0	0	0	endonuclease of nucleotide excision repair"	0	0	0	0	0	0	 // Corrected Start	
E2348C_1886	1	1	0	0	0	0	predicted phosphatidyl transferase, inner	1	1	0	0	0	0	0	
E2348C_1888	1	1	0	0	0	0	predicted protein"	1	1	0	0	0	0	0	
E2348C_1897	1	1	0	0	0	0	predicted DNA-binding transcriptional regulator"	0	0	0	0	0	0	 // Corrected Start	
E2348C_1909	1	1	0	0	0	0	scaffolding protein for murein synthesizing	0	0	0	0	0	0	 // Corrected Start	
E2348C_1921	1	1	0	0	0	0	predicted diguanylate cyclase"	0	0	0	0	0	0	 // Corrected Start	
E2348C_1925	1	1	0	0	0	0	neutral amino-acid efflux system"	0	0	0	0	0	0	 // Corrected Start	
E2348C_1926	1	1	0	0	0	0	Not Set	1	1	0	0	0	0	 // No unique shift for model found... MANUAL check	
E2348C_1927	1	1	0	0	0	0	ribonuclease D"	0	0	0	0	0	0	 // Corrected Start	
E2348C_1928	1	1	0	0	0	0	acyl-CoA synthetase (long chain fatty acid-CoA	0	0	0	0	0	0	 // Corrected Start	
E2348C_1931	1	1	0	0	0	0	conserved protein with nucleoside triphosphate	0	0	0	0	0	0	 // Corrected Start	
